address_id,house_number,house_name,street,city,county,post_code
6223558465,1345,Abington Street,Gillespie Road,Exeter,Shropshire,LN1 1AA
5362952072,259,The Forbury,Elgin Avenue,Nottingham,Bristol,PE1 1AA
2247226434,921,Frenchgate Shopping Centre,Askew Road,Cambridge,Staffordshire,PE1 2AA
9288231471,1352,The Broadway,Margravine Road,Brighton,South Yorkshire,BD1 1AA
7910531095,304,The Broadway,Randolph Crescent,Newcastle upon Tyne,Staffordshire,OX1 2AA
8686500579,313,The Bottle Yard Studios,The Boltons,Dudley,South Yorkshire,LN1 2AA
3704555371,1043,The Mailbox,Bramerton Street,Rochdale,Merseyside,B1 3AA
5641692816,1152,Hampton,Gillespie Road,Watford,Hampshire,CB1 2AA
652955029,57,Rochdale Exchange,Gillespie Road,Chester,Gloucestershire,OX1 1AA
2612303014,127,Castlefield Wharf,Wimbledon Park Road,Bournemouth,Northamptonshire,DN1 3AA
2904849602,292,The Buttermarket,Sutherland Avenue,York,South Yorkshire,CA1 2AA
1374972312,999,The Quays,Bramerton Street,Rochdale,East Riding of Yorkshire,LS1 2AA
9589997643,1435,The Cube,Addison Road,Lincoln,Bedfordshire,HU1 1AA
8137747087,680,Etruria Works,Gillespie Road,Wakefield,Essex,WD1 2AA
8857935213,298,The Bottle Yard Studios,Fitzroy Square,Northampton,Hampshire,PL1 2AA
9910433796,5,Crusader Court,Elgin Avenue,Cambridge,Gloucestershire,YO1 3AA
4765634035,895,Crusader Court,Barnsbury Road,Crawley,South Yorkshire,CV1 1AA
3414097397,1179,The Potteries Shopping Centre,The Boltons,Middlesbrough,East Sussex,ST1 3AA
556666011,1231,The Grafton,Canonbury Grove,Coventry,Somerset,BD1 2AA
75112280,776,The Marina,Fitzroy Square,Liverpool,Merseyside,CB1 1AA
6110278661,292,Capability Green,Parsons Green Lane,Kingston upon Hull,Cornwall,BS1 1AA
6745668688,404,Bradshawgate,Park Avenue Road,Oxford,Greater London,B1 3AA
9279502409,651,High Street,Bramerton Street,Plymouth,West Sussex,LU1 1AA
6804839676,535,The Custard Factory,Gillespie Road,Luton,Gloucestershire,OX1 2AA
9760662604,1425,The Centre MK,Notting Hill Gate,Nottingham,Essex,EX1 1AA
8744749570,1021,Porter Valley,Fitzroy Square,Carlisle,Bedfordshire,DE1 1AA
3695300264,1191,The Waterfront,Barons Court Road,Stoke-on-Trent,Somerset,CB1 1AA
6855987303,581,Sovereign Square,Askew Road,Liverpool,Hampshire,BD1 1AA
4598972688,210,The Sands,Wimbledon Park Road,Bolton,Devon,B1 1AA
3172173135,1136,The Drapery,Marylebone High Street,Watford,East Sussex,SR1 1AA
3175499708,30,The Maltings,Barnsbury Road,Norwich,West Sussex,BS1 2AA
1223177998,1133,The Light,Sutherland Avenue,Coventry,North Yorkshire,EX1 3AA
1298550831,131,The Rows,Askew Road,Sunderland,Dorset,CR1 1AA
4438759870,1355,The Mailbox,Gillespie Road,Cambridge,Cornwall,DY1 3AA
7689057985,185,The Mander Centre,Elgin Avenue,Rochdale,Devon,PL1 1AA
898446899,1394,The Ascent,Park Avenue Road,Leicester,Kent,CA1 2AA
3856011358,73,Trinity Leeds,Elgin Avenue,Chester,Warwickshire,SR1 1AA
3716770663,640,The Landmark,Thornhill Road,Salisbury,East Sussex,IP1 1AA
4772221425,1083,Deansgate Quays,Notting Hill Gate,Swindon,East Sussex,LN1 1AA
961503246,826,The Leverton,Canonbury Grove,Coventry,Nottinghamshire,B1 3AA
2000830382,506,The Park,Marylebone High Street,Doncaster,Surrey,SO1 3AA
1765678048,1320,Capability Green,Wimbledon Park Road,Nottingham,Hertfordshire,ST1 3AA
3612276352,192,Castlefield Wharf,Wilton Road,Blackburn,North Yorkshire,WV1 1AA
3306591149,345,The Lexington,Gillespie Road,Doncaster,Buckinghamshire,SP1 1AA
3351917147,1438,Edgbaston Park,Highbury Fields,Watford,West Yorkshire,CV1 2AA
4594344372,722,Sovereign Square,Park Avenue Road,Norwich,Dorset,TS1 1AA
5474699689,1357,Sovereign Square,Wimbledon Park Road,Cambridge,Bedfordshire,BD1 1AA
5310753613,1407,The Rufus Centre,Barnsbury Road,Rochdale,Leicestershire,B1 3AA
2360836781,568,The Elements,Parsons Green Lane,Reading,Cambridgeshire,SP1 3AA
7531393859,894,Waterfront,The Crescent,Wakefield,Greater Manchester,CR1 3AA
1865604968,241,Brayford Pool,Thornhill Road,Bradford,Greater London,NR1 3AA
9833540333,244,Christchurch Park Ipswich,Thornhill Road,Bradford,Devon,S1 1AA
9796670232,412,Manchester One,Marylebone High Street,Milton Keynes,Rutland,CH1 3AA
8305108058,492,The Market Place,Weltjie Road,Ipswich,North Yorkshire,LU1 2AA
6274247602,616,Manchester One,Elgin Avenue,Norwich,Hertfordshire,HU1 3AA
6315101518,1019,Mayfield,Marylebone High Street,Wakefield,Essex,EX1 3AA
7163983573,595,Highcross Leicester,Bramerton Street,Rochdale,Hertfordshire,NE1 2AA
1203462840,646,Market Square,Marylebone High Street,Ipswich,Kent,OX1 2AA
338390448,1383,Fisherton Street,Chipping Norton Street,Gloucester,Isle of Wight,NE1 2AA
6029871498,1435,Moda Living,Canonbury Grove,Kingston upon Hull,Derbyshire,MK1 2AA
2256574121,195,Bathurst Buildings,Marylebone High Street,Nottingham,Nottinghamshire,CH1 1AA
7826853206,241,Ocean Village,Barons Court Road,Rochdale,Gloucestershire,NG1 1AA
9469641582,1475,Grand Arcade,Askew Road,Luton,Warwickshire,CB1 3AA
7767096548,496,Hampton,The Crescent,Blackburn,Isle of Wight,DY1 2AA
3978257882,754,Castlefield Wharf,The Boltons,Oxford,Greater Manchester,PE1 2AA
9695623166,887,The Ruskin,Alverstone Street,Newcastle upon Tyne,Tyne and Wear,LE1 1AA
3196720462,308,Castle Quay Apartments,Addison Road,Peterborough,Suffolk,NN1 2AA
5065361363,1486,Victoria Gate,Fitzroy Square,Nottingham,Somerset,BH1 2AA
1374819697,803,One Park Lane,Fitzroy Square,Birmingham,Oxfordshire,LS1 1AA
6567266015,1257,Quayside Quays,Notting Hill Gate,Cambridge,Devon,WV1 1AA
5813766499,758,St Paul's Place,Parsons Green Lane,Birmingham,Gloucestershire,IP1 2AA
9701658590,1122,Spinningfields Tower,Lauderdale Road,Dudley,Rutland,GL1 1AA
7042281969,339,The Barbican,The Boltons,Lincoln,Cornwall,CR1 2AA
7649530906,797,The Landmark,The Boltons,Gloucester,Isle of Wight,NN1 3AA
9522717428,979,Castle Quay Apartments,Notting Hill Gate,Sheffield,Bedfordshire,CR1 3AA
1896906702,472,Brindleyplace,Wilton Road,Leeds,Buckinghamshire,LS1 3AA
9532608249,698,One Park Lane,Kensington Palace Gardens,Northampton,Rutland,PE1 3AA
115433449,483,The Waterfront,Highbury Fields,Manchester,Northamptonshire,SN1 2AA
9352363302,254,Chapelfield Road,Alverstone Street,Newcastle upon Tyne,Tyne and Wear,MK1 3AA
1898215065,92,The Custard Factory,Canonbury Grove,Birmingham,Greater London,MK1 2AA
3141253668,874,Frenchgate Shopping Centre,Barnsbury Road,Sheffield,Gloucestershire,CA1 3AA
1561563684,1087,The General Hospital Quarter,Chipping Norton Street,Coventry,Dorset,BH1 3AA
1663435766,677,The Liver Building,Lyttelton Road,Lincoln,Nottinghamshire,EX1 2AA
6351660661,1231,Lakeside Village,Parsons Green Lane,Milton Keynes,Rutland,SN1 1AA
3557889807,46,Cathedral Quarter,Alverstone Street,Newcastle upon Tyne,South Yorkshire,HU1 1AA
7332609363,968,Forster Square Apartments,Alverstone Street,Wolverhampton,East Sussex,BH1 1AA
194046907,50,St. Annes Way,Lauderdale Road,Newcastle upon Tyne,Northumberland,BN1 3AA
406670528,615,Waterfront,Highbury Fields,Luton,Surrey,FY1 1AA
2553636385,1350,Rivergate,Gillespie Road,Derby,Kent,WD1 1AA
3533800741,1023,Friar Street,The Boltons,Newcastle upon Tyne,Somerset,FY1 2AA
1839280735,1484,Hadrian's Court,Bloomsbury Square,Nottingham,Essex,M1 2AA
2468401859,1450,Wapping Wharf,Randolph Crescent,Sunderland,Durham,SR1 2AA
9030726938,1256,Trinity Walk,Addison Road,Crawley,Bedfordshire,NE1 3AA
2919098942,20,The Rufus Centre,Lyttelton Road,York,East Riding of Yorkshire,YO1 2AA
6762153488,1187,The Close,Gillespie Road,Gloucester,Derbyshire,IP1 3AA
5460826047,1315,The Ascent,Park Avenue Road,Cambridge,Shropshire,CR1 3AA
949753327,829,Cathedral Quarter,Canonbury Grove,Dudley,Hertfordshire,IP1 1AA
144548569,817,Arena Central,Addison Road,Exeter,Nottinghamshire,BL1 1AA
4524100849,1280,Smithfield,Park Avenue Road,Bolton,Dorset,IP1 2AA
5025018382,204,The Silk Mill,Fitzroy Square,Stoke-on-Trent,Greater London,CV1 1AA
7881218053,219,Middlehaven,Marylebone High Street,Exeter,Herefordshire,NR1 3AA
1994381140,1475,Kemp Town,Weltjie Road,Manchester,Nottinghamshire,BD1 2AA
5044507016,332,The Brunel Centre,Addison Road,Middlesbrough,East Sussex,CA1 2AA
7344112647,1456,Chapelfield Road,Bramerton Street,Reading,Cheshire,OL1 2AA
8460765067,1112,Watergate Street,Alverstone Street,Birmingham,Isle of Wight,YO1 2AA
9081897276,918,The Broadway,Lauderdale Road,Leeds,Leicestershire,SO1 2AA
8580785863,494,The Brewery Wharf,Weltjie Road,Norwich,West Midlands,PE1 2AA
2294187938,702,The Lanes Apartments,The Crescent,Norwich,Cumbria,NN1 2AA
1921772751,813,The Harlequin,Addison Road,York,Somerset,DN1 3AA
403472962,476,Brayford Pool,Barnsbury Road,Doncaster,Cornwall,LS1 3AA
5145353790,1190,Quayside Quays,Bloomsbury Square,Rochdale,West Midlands,B1 3AA
9099368518,716,The Brunel Centre,Askew Road,York,Greater Manchester,NR1 3AA
4783761981,309,The Randolph,Lauderdale Road,Exeter,Oxfordshire,CA1 2AA
6000616597,1022,The Docks,Notting Hill Gate,Leeds,Bristol,DN1 2AA
5161071419,81,Victoria Street,Fitzroy Square,Middlesbrough,Merseyside,CA1 3AA
3486977016,929,Castlefield Wharf,Gillespie Road,Northampton,Hampshire,MK1 3AA
1446937399,1369,The Park,Weltjie Road,Doncaster,Lancashire,SP1 3AA
3544806444,1060,The Wave,Bramerton Street,Sheffield,Bedfordshire,OL1 2AA
2620969115,790,Gunwharf Quays,Alverstone Street,Chester,Bedfordshire,SR1 2AA
3098320559,558,Ropewalks,The Crescent,Peterborough,Northumberland,TS1 1AA
1278689427,185,St. Annes Way,Canonbury Grove,Southampton,Cumbria,SO1 2AA
4445685410,1469,Southgate,Fitzroy Square,Peterborough,Cumbria,BD1 2AA
1199698504,773,The Pumphouse,Church Street,Luton,North Yorkshire,B1 1AA
3687934950,1486,Ocean Village,Kensington Palace Gardens,Blackburn,Cornwall,DN1 3AA
5060955192,1240,Regent Street,Randolph Crescent,Bristol,Cheshire,B1 1AA
9931396709,1052,The Elements,Barons Court Road,York,Essex,WF1 3AA
9036328446,1060,The Mander Centre,Lauderdale Road,Southampton,Norfolk,NE1 1AA
6053947512,633,The Cube,The Crescent,Peterborough,Greater Manchester,WD1 1AA
1769466533,331,The Beacon,Church Street,Blackpool,South Yorkshire,LU1 2AA
4035855812,965,The Light,Barons Court Road,Blackburn,Surrey,PL1 3AA
7745280311,543,Hampton,Parsons Green Lane,Northampton,Isle of Wight,NN1 1AA
9330642845,167,The Barbican,Sutherland Avenue,Lincoln,North Yorkshire,TS1 1AA
7113876684,1489,High Street,Margravine Road,Reading,Herefordshire,SP1 2AA
911490825,379,Middlehaven,The Crescent,Plymouth,Wiltshire,WD1 3AA
7424996665,180,The Strand,Lauderdale Road,Luton,Devon,LN1 2AA
8442461302,365,Tombland,Bramerton Street,Blackburn,Suffolk,B1 1AA
3175740448,1183,Jericho Road,Lyttelton Road,Blackpool,Lincolnshire,WV1 2AA
5914559677,130,The Moor,Canonbury Grove,Newcastle upon Tyne,Staffordshire,OL1 1AA
8785747726,1394,Cathedral Quarter,Wimbledon Park Road,Salisbury,Hampshire,DE1 3AA
1038008085,948,Castlegate,Fitzroy Square,Sunderland,Essex,CV1 2AA
1872954979,56,Minster Court,Chipping Norton Street,Cambridge,Buckinghamshire,DY1 2AA
3362034039,739,The Exchange,Parsons Green Lane,Birmingham,Lancashire,WD1 3AA
2847706860,14,The Bottle Yard Studios,Canonbury Grove,Sheffield,South Yorkshire,BN1 1AA
8913970724,883,Tombland,Kensington Palace Gardens,Gloucester,East Sussex,LU1 1AA
7897854531,1472,St. Annes Way,Notting Hill Gate,Nottingham,Cumbria,BL1 1AA
579372952,468,The Custard Factory,Barons Court Road,Blackpool,West Yorkshire,TS1 1AA
1924131226,8,Highcross Leicester,Notting Hill Gate,Rochdale,East Sussex,M1 1AA
5168256120,1338,Kemp Town,Highbury Fields,Exeter,Suffolk,BN1 2AA
8851286469,285,The Cube,Barnsbury Road,Salisbury,Isle of Wight,BD1 3AA
8094192054,1281,Rochdale Exchange,Highbury Fields,Dudley,Isle of Wight,NR1 2AA
4534577087,453,Highcross Leicester,Barons Court Road,Manchester,Warwickshire,DN1 2AA
2726741312,1105,The Bottle Yard Studios,Canonbury Grove,Rochdale,West Midlands,PL1 3AA
5628846562,1110,The Point,Kensington Palace Gardens,Plymouth,Devon,WF1 2AA
4978092620,658,Transporter Bridge Apartments,Kensington Palace Gardens,Leeds,Lancashire,WD1 1AA
3518484478,1139,The Lansdowne,The Boltons,Reading,Hertfordshire,LN1 1AA
5254837039,1060,The Cube,Barons Court Road,Nottingham,Derbyshire,DN1 3AA
2966422491,1412,The Triangle,Kensington Palace Gardens,Bradford,South Yorkshire,SR1 1AA
9424141483,1437,Deansgate Quays,Randolph Crescent,Gloucester,Hertfordshire,OX1 1AA
4301609628,1217,Mayfield,Elgin Avenue,Sunderland,Northamptonshire,SP1 2AA
7719227174,58,The Broadway,Wimbledon Park Road,Stoke-on-Trent,Merseyside,BN1 2AA
8487193714,1007,The Workstation,Thornhill Road,Oxford,West Sussex,WV1 2AA
2606403371,372,Spinningfields Tower,Barons Court Road,Rochdale,Cheshire,CB1 2AA
5371519769,822,Blackburn Mall,Marylebone High Street,Newcastle upon Tyne,Suffolk,DY1 2AA
6645613547,17,Cathedral Quarter,Weltjie Road,Carlisle,Greater London,M1 2AA
6996389887,164,Kelham Island,Margravine Road,Northampton,Essex,LS1 2AA
7035108750,1245,The Ruskin,Barnsbury Road,Luton,Lincolnshire,ST1 1AA
2203135638,1101,Chapelfield Road,Barnsbury Road,Wolverhampton,Suffolk,HU1 1AA
8573649976,672,The Curve,Kensington Palace Gardens,Lincoln,East Riding of Yorkshire,OL1 1AA
7311050448,918,The Sands,Lauderdale Road,Middlesbrough,Derbyshire,BH1 3AA
4185201176,1288,Velocity Apartments,Parsons Green Lane,Rochdale,West Sussex,DN1 3AA
3507439204,343,The Big One Apartments,Highbury Fields,Blackpool,Gloucestershire,PL1 2AA
3085192050,1279,The Barbican,Askew Road,Southampton,South Yorkshire,SR1 3AA
6700868017,1234,Velocity Apartments,Gillespie Road,Norwich,Worcestershire,BS1 1AA
6050806268,526,Tombland,Addison Road,Bournemouth,Cheshire,WD1 3AA
9046644154,357,Mayfield,Chipping Norton Street,Lincoln,Greater Manchester,LN1 3AA
1875927840,914,Xscape MK,Askew Road,Sunderland,East Sussex,MK1 3AA
8363247596,948,The Leverton,Barnsbury Road,Southampton,East Sussex,CR1 2AA
4482646253,417,Edgbaston Park,Parsons Green Lane,Chester,West Sussex,GL1 3AA
673681491,1188,The Quays,Park Avenue Road,Gloucester,Greater Manchester,BL1 1AA
9916394938,568,Cassiobury Park,Canonbury Grove,Nottingham,West Midlands,BD1 3AA
6254286750,887,The Residence,Lauderdale Road,York,Hertfordshire,MK1 1AA
4533801463,315,The Park,Gillespie Road,Lincoln,Northumberland,SO1 3AA
3829417675,1285,The Barbican,The Crescent,Blackpool,Cheshire,SN1 2AA
9974916097,1486,The Maltings,Park Avenue Road,Southampton,Greater Manchester,RG1 3AA
309116953,1201,Northern Spire,The Crescent,Manchester,Merseyside,WF1 1AA
9035809335,613,Brudenell Road,Parsons Green Lane,York,East Riding of Yorkshire,MK1 3AA
2207339807,438,Etruria Works,Weltjie Road,Watford,Oxfordshire,SN1 3AA
7587805699,900,The Brunel Centre,Bramerton Street,Bolton,Worcestershire,DN1 2AA
8573676140,131,The Broadway,Lyttelton Road,Liverpool,West Midlands,NN1 2AA
5925378598,997,Velocity Apartments,Alverstone Street,Brighton,Dorset,CR1 3AA
7096058079,127,Linthorpe Road,Church Street,Portsmouth,Kent,PL1 1AA
3850827488,1466,The Silk Mill,Bloomsbury Square,Leicester,Gloucestershire,PE1 3AA
2938079699,840,Rochdale Exchange,Park Avenue Road,Blackburn,Bristol,M1 3AA
933427808,1316,Edgbaston Park,Lyttelton Road,Northampton,Nottinghamshire,OL1 2AA
1001138236,1273,Forster Square Apartments,Alverstone Street,Luton,Warwickshire,LS1 1AA
7246046194,27,The Ascent,Barons Court Road,Milton Keynes,Bedfordshire,DE1 2AA
3729986295,652,The Mander Centre,Park Avenue Road,Brighton,Staffordshire,EX1 3AA
4410017446,263,The Silk Mill,Lauderdale Road,Manchester,Greater London,CB1 1AA
3063859397,1495,The Sands,Marylebone High Street,Blackpool,East Sussex,NG1 2AA
6612926589,221,The Lexington,Canonbury Grove,Watford,Hampshire,CH1 1AA
9114643111,485,Bournville Wharf,Alverstone Street,Doncaster,Wiltshire,MK1 1AA
9018114618,649,Broadgate,Kensington Palace Gardens,Watford,Gloucestershire,LE1 3AA
1845306333,765,Regent Street,Barnsbury Road,Doncaster,East Riding of Yorkshire,CB1 2AA
9634702953,322,Moda Living,Randolph Crescent,Leicester,Bedfordshire,SO1 2AA
497769719,1468,The Rufus Centre,Alverstone Street,Dudley,Hertfordshire,CH1 3AA
756021707,171,The Elements,Fitzroy Square,Exeter,South Yorkshire,CA1 1AA
4751642928,489,Trinity Walk,Park Avenue Road,Manchester,Cheshire,GL1 1AA
4392523187,17,Rivergate,Barnsbury Road,Oxford,East Riding of Yorkshire,DN1 1AA
6148746875,552,The Unity Building,Randolph Crescent,Middlesbrough,Northumberland,NN1 2AA
2661278001,834,Waterfront,Addison Road,Milton Keynes,Gloucestershire,PE1 1AA
3228163024,735,The Close,Chipping Norton Street,Crawley,Kent,NR1 1AA
542367262,1359,The Curve,Chipping Norton Street,Liverpool,Cambridgeshire,NN1 1AA
9390013739,302,The Leverton,Highbury Fields,Wakefield,Gloucestershire,PE1 3AA
4012819747,171,Linthorpe Road,Canonbury Grove,Kingston upon Hull,Devon,S1 3AA
5704228089,1252,The Outlet Swindon,Elgin Avenue,Southampton,Essex,BD1 1AA
5266072717,52,Friargate,Lyttelton Road,Newcastle upon Tyne,Greater London,OX1 3AA
4090568668,1164,Church Wharf,Alverstone Street,Exeter,Derbyshire,NN1 2AA
6313082869,1140,Bournville Wharf,Randolph Crescent,Bournemouth,Wiltshire,LE1 3AA
847907716,1419,The Light,Park Avenue Road,Blackburn,Surrey,WV1 2AA
1846376343,1269,The Forbury,Marylebone High Street,Sheffield,Isle of Wight,M1 2AA
9482151232,1235,Rochdale Exchange,Randolph Crescent,Bournemouth,Hertfordshire,ST1 2AA
4640475586,1135,Friar Street,Addison Road,Reading,Dorset,DE1 3AA
1992019053,1350,The Rufus Centre,Highbury Fields,Newcastle upon Tyne,Cheshire,FY1 2AA
7495428708,617,The Big One Apartments,Barnsbury Road,Derby,Northumberland,MK1 1AA
2310715433,1325,Spinningfields Tower,Randolph Crescent,York,East Riding of Yorkshire,SR1 3AA
861652525,950,The Market Place,Margravine Road,Wakefield,Leicestershire,LS1 2AA
8695807142,581,Manchester One,Askew Road,Lincoln,Lancashire,NG1 2AA
6034676541,1140,The Quadrant,Lyttelton Road,Leeds,Durham,OX1 3AA
7160060431,764,The Waterfront,Gillespie Road,Oxford,Cumbria,YO1 1AA
2345614706,683,The Strand,Park Avenue Road,Sheffield,East Riding of Yorkshire,BH1 1AA
4323784295,1106,The Norwich Lanes,Weltjie Road,York,Cheshire,YO1 2AA
7618702624,513,The Triangle,Randolph Crescent,Brighton,Rutland,DY1 1AA
2345194316,101,Rivergate,Kensington Palace Gardens,Gloucester,Shropshire,LN1 1AA
589658123,923,The Triangle,Weltjie Road,Luton,South Yorkshire,BS1 1AA
277161185,1039,The Brewery Wharf,Gillespie Road,Rochdale,West Midlands,OX1 3AA
8358991916,631,Mayfield,Wimbledon Park Road,Lincoln,Cheshire,FY1 3AA
3183690306,320,The Barbican,Sutherland Avenue,Bristol,Lancashire,CA1 3AA
233333428,447,The Oracle Centre,Gillespie Road,Southampton,Dorset,LS1 3AA
5587496082,234,The Sands,Canonbury Grove,Kingston upon Hull,Buckinghamshire,DE1 3AA
1040233074,373,Castlegate,Barnsbury Road,Dudley,Greater London,WF1 2AA
3829128185,484,Crusader Court,Highbury Fields,Luton,Tyne and Wear,EX1 3AA
1180155777,729,Cathedral Green,Chipping Norton Street,Kingston upon Hull,Bristol,LS1 1AA
7097111518,246,Minster Court,Thornhill Road,Oxford,Kent,CA1 1AA
4610115492,81,St. Annes Way,Askew Road,Leicester,Cambridgeshire,OL1 1AA
3926947705,1390,Regent Street,Addison Road,Liverpool,Cheshire,ST1 2AA
3279604060,998,Ropewalks,Margravine Road,Exeter,Hampshire,ST1 1AA
616577532,350,Cassiobury Park,Bramerton Street,Newcastle upon Tyne,Northumberland,BH1 1AA
258686863,1215,Highcross Leicester,The Crescent,Bolton,Tyne and Wear,OL1 3AA
8110711707,1014,Cathedral Quarter,Barons Court Road,Plymouth,Staffordshire,PL1 1AA
6941237643,1078,Cathedral Quarter,Margravine Road,Blackburn,Northumberland,ST1 1AA
7401831600,907,The Assissi Apartments,Park Avenue Road,Chester,Rutland,LE1 1AA
3879983682,1389,St Paul's Place,Park Avenue Road,Oxford,Oxfordshire,SR1 3AA
5823871163,1276,The Lace House,Wilton Road,Salisbury,Herefordshire,CA1 3AA
2241227897,848,Broadgate,Weltjie Road,Wolverhampton,Merseyside,CA1 2AA
131102613,124,The Cube,Lyttelton Road,Norwich,Oxfordshire,OL1 2AA
5588928741,533,Fossgate,Church Street,Wakefield,Nottinghamshire,BL1 1AA
6544935549,1299,Trinity Walk,The Crescent,Crawley,Suffolk,MK1 1AA
9473150822,247,Castle Quay Apartments,Alverstone Street,Brighton,Cornwall,NG1 2AA
9453401668,564,Frenchgate Shopping Centre,Thornhill Road,Crawley,Lancashire,S1 3AA
4094544658,272,The Ascent,Wilton Road,Peterborough,East Sussex,NR1 1AA
7379579827,1238,The Harlequin,Notting Hill Gate,Exeter,Durham,BN1 3AA
7001536504,712,Princesshay,Park Avenue Road,Manchester,Kent,WV1 2AA
6244942396,405,The General Hospital Quarter,Church Street,Lincoln,Suffolk,WD1 3AA
5682413598,468,The BH1 Apartments,Notting Hill Gate,Carlisle,Bristol,BH1 1AA
1746912782,983,The Lumen,Wimbledon Park Road,Bristol,Cheshire,BN1 3AA
2448505594,1304,Sovereign Square,Canonbury Grove,Norwich,West Sussex,CR1 1AA
4891156139,1333,The Hive,Thornhill Road,Wakefield,Lancashire,FY1 2AA
3146725029,1100,The Elements,Weltjie Road,Peterborough,West Yorkshire,EX1 2AA
3010144008,1145,Guildhall Square,Barons Court Road,Bolton,Tyne and Wear,EX1 3AA
9354383238,82,Rochdale Exchange,Church Street,Swindon,Merseyside,CA1 2AA
5833946123,1158,Gunwharf Quays,Gillespie Road,Birmingham,Shropshire,RG1 2AA
6823971592,1393,Brindleyplace,Church Street,Bradford,Tyne and Wear,SP1 2AA
9999453287,292,Milkstone Road,Barons Court Road,Leicester,Wiltshire,FY1 1AA
3262425834,657,The Custard Factory,Highbury Fields,Watford,Buckinghamshire,ST1 2AA
292825676,1274,Cathedral Square,Margravine Road,Luton,West Midlands,LN1 3AA
5501356686,151,Brayford Pool,Chipping Norton Street,Ipswich,Northumberland,OL1 1AA
5709606154,222,Bournville Wharf,Barons Court Road,Doncaster,Gloucestershire,WV1 2AA
7642314132,1078,Highcross Leicester,The Boltons,Carlisle,Hampshire,YO1 2AA
2856846114,1075,City Walls,Marylebone High Street,Doncaster,Wiltshire,NG1 2AA
3592312472,10,The Strand,Addison Road,Coventry,Warwickshire,LN1 1AA
9913203589,481,The BH1 Apartments,Askew Road,Birmingham,Leicestershire,M1 3AA
9588802768,1011,The Barbican,Sutherland Avenue,Reading,Greater London,TS1 3AA
2553249721,109,Manchester One,Fitzroy Square,Doncaster,Gloucestershire,SO1 2AA
1272043363,751,The Elements,Barnsbury Road,Lincoln,Essex,NN1 2AA
6644428746,1239,St Paul's Place,Lyttelton Road,Oxford,City of London,YO1 1AA
2628033127,1006,Quayside Quays,Thornhill Road,Middlesbrough,Staffordshire,BL1 2AA
2358618837,2,The Beacon,Gillespie Road,Lincoln,West Yorkshire,LE1 1AA
7474143534,968,The Lansdowne,Park Avenue Road,York,Lincolnshire,BH1 1AA
3285079568,806,Abington Street,Wimbledon Park Road,Leeds,Cumbria,HU1 2AA
7988632590,669,The Leverton,Wimbledon Park Road,Southampton,Berkshire,CA1 3AA
9917640541,853,The Bridges,Canonbury Grove,Kingston upon Hull,Hertfordshire,WV1 3AA
8130820625,1458,The Liver Building,Addison Road,Chester,Greater Manchester,B1 1AA
7132344811,36,Princesshay,The Boltons,Sunderland,Hampshire,NN1 1AA
7668607137,1364,Lakeside Village,Alverstone Street,Oxford,Warwickshire,YO1 2AA
4209294144,1139,Rochdale Exchange,Fitzroy Square,Manchester,Isle of Wight,CH1 2AA
1704824788,1273,The Maltings,Fitzroy Square,Salisbury,Berkshire,LN1 1AA
1798259400,436,The Deep,The Crescent,Exeter,East Riding of Yorkshire,SP1 1AA
249250063,152,Grand Arcade,Fitzroy Square,Dudley,Hampshire,HU1 1AA
5756828575,578,City Park,Kensington Palace Gardens,Liverpool,Staffordshire,CV1 3AA
8217636613,1419,Rivergate,Parsons Green Lane,Dudley,Greater Manchester,NN1 2AA
3905101394,809,Fisherton Street,Randolph Crescent,Chester,West Sussex,NN1 1AA
1692190792,399,The Cube,Marylebone High Street,Dudley,East Sussex,GL1 1AA
865982554,1220,The Deep,Kensington Palace Gardens,Oxford,West Yorkshire,HU1 1AA
9542516959,721,Porter Valley,Lyttelton Road,Ipswich,Berkshire,CH1 3AA
5309632751,1040,Church Wharf,Highbury Fields,Birmingham,Northumberland,BN1 2AA
8860110505,1454,Xscape MK,Marylebone High Street,Kingston upon Hull,City of London,PL1 1AA
4487382351,261,Princesshay,Randolph Crescent,Manchester,Dorset,MK1 2AA
3614783405,890,The Drapery,Church Street,Carlisle,Lincolnshire,WV1 2AA
7535667783,939,Rochdale Exchange,Gillespie Road,Bolton,Suffolk,NN1 1AA
8524797169,1490,The Sands,Addison Road,Bournemouth,Leicestershire,OX1 3AA
1899486089,700,Christchurch Park Ipswich,Wimbledon Park Road,Exeter,Somerset,ST1 1AA
1588614727,782,The Elements,Addison Road,Salisbury,East Riding of Yorkshire,NE1 2AA
1478334436,995,Frenchgate Shopping Centre,Highbury Fields,Middlesbrough,Cheshire,TS1 3AA
458772518,367,The Avenue,Wimbledon Park Road,Derby,Suffolk,NN1 3AA
7443817797,510,The Bridges,Bramerton Street,Rochdale,Kent,MK1 2AA
3240637707,78,Transporter Bridge Apartments,Parsons Green Lane,Brighton,South Yorkshire,SO1 2AA
8491523553,829,Southgate Street,Chipping Norton Street,Gloucester,Cambridgeshire,FY1 2AA
6409604262,607,Minster Court,Wimbledon Park Road,Gloucester,Oxfordshire,CR1 3AA
7727364622,989,The Park,Weltjie Road,Oxford,Rutland,WV1 2AA
9871362900,904,The Broadway,Randolph Crescent,Dudley,Kent,FY1 2AA
5290861939,1240,Kelham Island,Parsons Green Lane,Liverpool,Hampshire,NN1 1AA
