address_id,house_number,house_name,street,city,county,post_code
AD00320,100,Ropewalks,Elgin Avenue,Ipswich,Greater Manchester,WD1 2AA
AD00321,1345,Abington Street,Gillespie Road,Exeter,Shropshire,LN1 1AA
AD00322,259,The Forbury,Elgin Avenue,Nottingham,Bristol,PE1 1AA
AD00323,921,Frenchgate Shopping Centre,Askew Road,Cambridge,Staffordshire,PE1 2AA
AD00324,1352,The Broadway,Margravine Road,Brighton,South Yorkshire,BD1 1AA
AD00325,304,The Broadway,Randolph Crescent,Newcastle upon Tyne,Staffordshire,OX1 2AA
AD00326,313,The Bottle Yard Studios,The Boltons,Dudley,South Yorkshire,LN1 2AA
AD00327,1043,The Mailbox,Bramerton Street,Rochdale,Merseyside,B1 3AA
AD00328,1152,Hampton,Gillespie Road,Watford,Hampshire,CB1 2AA
AD00329,57,Rochdale Exchange,Gillespie Road,Chester,Gloucestershire,OX1 1AA
AD00330,127,Castlefield Wharf,Wimbledon Park Road,Bournemouth,Northamptonshire,DN1 3AA
AD00331,292,The Buttermarket,Sutherland Avenue,York,South Yorkshire,CA1 2AA
AD00332,999,The Quays,Bramerton Street,Rochdale,East Riding of Yorkshire,LS1 2AA
AD00333,1435,The Cube,Addison Road,Lincoln,Bedfordshire,HU1 1AA
AD00334,680,Etruria Works,Gillespie Road,Wakefield,Essex,WD1 2AA
AD00335,298,The Bottle Yard Studios,Fitzroy Square,Northampton,Hampshire,PL1 2AA
AD00336,5,Crusader Court,Elgin Avenue,Cambridge,Gloucestershire,YO1 3AA
AD00337,895,Crusader Court,Barnsbury Road,Crawley,South Yorkshire,CV1 1AA
AD00338,1179,The Potteries Shopping Centre,The Boltons,Middlesbrough,East Sussex,ST1 3AA
AD00339,1231,The Grafton,Canonbury Grove,Coventry,Somerset,BD1 2AA
AD00340,776,The Marina,Fitzroy Square,Liverpool,Merseyside,CB1 1AA
AD00341,292,Capability Green,Parsons Green Lane,Kingston upon Hull,Cornwall,BS1 1AA
AD00342,404,Bradshawgate,Park Avenue Road,Oxford,Greater London,B1 3AA
AD00343,651,High Street,Bramerton Street,Plymouth,West Sussex,LU1 1AA
AD00344,535,The Custard Factory,Gillespie Road,Luton,Gloucestershire,OX1 2AA
AD00345,1425,The Centre MK,Notting Hill Gate,Nottingham,Essex,EX1 1AA
AD00346,1021,Porter Valley,Fitzroy Square,Carlisle,Bedfordshire,DE1 1AA
AD00347,1191,The Waterfront,Barons Court Road,Stoke-on-Trent,Somerset,CB1 1AA
AD00348,581,Sovereign Square,Askew Road,Liverpool,Hampshire,BD1 1AA
AD00349,210,The Sands,Wimbledon Park Road,Bolton,Devon,B1 1AA
AD00350,1136,The Drapery,Marylebone High Street,Watford,East Sussex,SR1 1AA
AD00351,30,The Maltings,Barnsbury Road,Norwich,West Sussex,BS1 2AA
AD00352,1133,The Light,Sutherland Avenue,Coventry,North Yorkshire,EX1 3AA
AD00353,131,The Rows,Askew Road,Sunderland,Dorset,CR1 1AA
AD00354,1355,The Mailbox,Gillespie Road,Cambridge,Cornwall,DY1 3AA
AD00355,185,The Mander Centre,Elgin Avenue,Rochdale,Devon,PL1 1AA
AD00356,1394,The Ascent,Park Avenue Road,Leicester,Kent,CA1 2AA
AD00357,73,Trinity Leeds,Elgin Avenue,Chester,Warwickshire,SR1 1AA
AD00358,640,The Landmark,Thornhill Road,Salisbury,East Sussex,IP1 1AA
AD00359,1083,Deansgate Quays,Notting Hill Gate,Swindon,East Sussex,LN1 1AA
AD00360,826,The Leverton,Canonbury Grove,Coventry,Nottinghamshire,B1 3AA
AD00361,506,The Park,Marylebone High Street,Doncaster,Surrey,SO1 3AA
AD00362,1320,Capability Green,Wimbledon Park Road,Nottingham,Hertfordshire,ST1 3AA
AD00363,192,Castlefield Wharf,Wilton Road,Blackburn,North Yorkshire,WV1 1AA
AD00364,345,The Lexington,Gillespie Road,Doncaster,Buckinghamshire,SP1 1AA
AD00365,1438,Edgbaston Park,Highbury Fields,Watford,West Yorkshire,CV1 2AA
AD00366,722,Sovereign Square,Park Avenue Road,Norwich,Dorset,TS1 1AA
AD00367,1357,Sovereign Square,Wimbledon Park Road,Cambridge,Bedfordshire,BD1 1AA
AD00368,1407,The Rufus Centre,Barnsbury Road,Rochdale,Leicestershire,B1 3AA
AD00369,568,The Elements,Parsons Green Lane,Reading,Cambridgeshire,SP1 3AA
AD00370,894,Waterfront,The Crescent,Wakefield,Greater Manchester,CR1 3AA
AD00371,241,Brayford Pool,Thornhill Road,Bradford,Greater London,NR1 3AA
AD00372,244,Christchurch Park Ipswich,Thornhill Road,Bradford,Devon,S1 1AA
AD00373,412,Manchester One,Marylebone High Street,Milton Keynes,Rutland,CH1 3AA
AD00374,492,The Market Place,Weltjie Road,Ipswich,North Yorkshire,LU1 2AA
AD00375,616,Manchester One,Elgin Avenue,Norwich,Hertfordshire,HU1 3AA
AD00376,1019,Mayfield,Marylebone High Street,Wakefield,Essex,EX1 3AA
AD00377,595,Highcross Leicester,Bramerton Street,Rochdale,Hertfordshire,NE1 2AA
AD00378,646,Market Square,Marylebone High Street,Ipswich,Kent,OX1 2AA
AD00379,1383,Fisherton Street,Chipping Norton Street,Gloucester,Isle of Wight,NE1 2AA
AD00380,1435,Moda Living,Canonbury Grove,Kingston upon Hull,Derbyshire,MK1 2AA
AD00381,195,Bathurst Buildings,Marylebone High Street,Nottingham,Nottinghamshire,CH1 1AA
AD00382,241,Ocean Village,Barons Court Road,Rochdale,Gloucestershire,NG1 1AA
AD00383,1475,Grand Arcade,Askew Road,Luton,Warwickshire,CB1 3AA
AD00384,496,Hampton,The Crescent,Blackburn,Isle of Wight,DY1 2AA
AD00385,754,Castlefield Wharf,The Boltons,Oxford,Greater Manchester,PE1 2AA
AD00386,887,The Ruskin,Alverstone Street,Newcastle upon Tyne,Tyne and Wear,LE1 1AA
AD00387,308,Castle Quay Apartments,Addison Road,Peterborough,Suffolk,NN1 2AA
AD00388,1486,Victoria Gate,Fitzroy Square,Nottingham,Somerset,BH1 2AA
AD00389,803,One Park Lane,Fitzroy Square,Birmingham,Oxfordshire,LS1 1AA
AD00390,1257,Quayside Quays,Notting Hill Gate,Cambridge,Devon,WV1 1AA
AD00391,758,St Paul's Place,Parsons Green Lane,Birmingham,Gloucestershire,IP1 2AA
AD00392,1122,Spinningfields Tower,Lauderdale Road,Dudley,Rutland,GL1 1AA
AD00393,339,The Barbican,The Boltons,Lincoln,Cornwall,CR1 2AA
AD00394,797,The Landmark,The Boltons,Gloucester,Isle of Wight,NN1 3AA
AD00395,979,Castle Quay Apartments,Notting Hill Gate,Sheffield,Bedfordshire,CR1 3AA
AD00396,472,Brindleyplace,Wilton Road,Leeds,Buckinghamshire,LS1 3AA
AD00397,698,One Park Lane,Kensington Palace Gardens,Northampton,Rutland,PE1 3AA
AD00398,483,The Waterfront,Highbury Fields,Manchester,Northamptonshire,SN1 2AA
AD00399,254,Chapelfield Road,Alverstone Street,Newcastle upon Tyne,Tyne and Wear,MK1 3AA
AD00400,92,The Custard Factory,Canonbury Grove,Birmingham,Greater London,MK1 2AA
AD00401,874,Frenchgate Shopping Centre,Barnsbury Road,Sheffield,Gloucestershire,CA1 3AA
AD00402,1087,The General Hospital Quarter,Chipping Norton Street,Coventry,Dorset,BH1 3AA
AD00403,677,The Liver Building,Lyttelton Road,Lincoln,Nottinghamshire,EX1 2AA
AD00404,1231,Lakeside Village,Parsons Green Lane,Milton Keynes,Rutland,SN1 1AA
AD00405,46,Cathedral Quarter,Alverstone Street,Newcastle upon Tyne,South Yorkshire,HU1 1AA
AD00406,968,Forster Square Apartments,Alverstone Street,Wolverhampton,East Sussex,BH1 1AA
AD00407,50,St. Annes Way,Lauderdale Road,Newcastle upon Tyne,Northumberland,BN1 3AA
AD00408,615,Waterfront,Highbury Fields,Luton,Surrey,FY1 1AA
AD00409,1350,Rivergate,Gillespie Road,Derby,Kent,WD1 1AA
AD00410,1023,Friar Street,The Boltons,Newcastle upon Tyne,Somerset,FY1 2AA
AD00411,1484,Hadrian's Court,Bloomsbury Square,Nottingham,Essex,M1 2AA
AD00412,1450,Wapping Wharf,Randolph Crescent,Sunderland,Durham,SR1 2AA
AD00413,1256,Trinity Walk,Addison Road,Crawley,Bedfordshire,NE1 3AA
AD00414,20,The Rufus Centre,Lyttelton Road,York,East Riding of Yorkshire,YO1 2AA
AD00415,1187,The Close,Gillespie Road,Gloucester,Derbyshire,IP1 3AA
AD00416,1315,The Ascent,Park Avenue Road,Cambridge,Shropshire,CR1 3AA
AD00417,829,Cathedral Quarter,Canonbury Grove,Dudley,Hertfordshire,IP1 1AA
AD00418,817,Arena Central,Addison Road,Exeter,Nottinghamshire,BL1 1AA
AD00419,1280,Smithfield,Park Avenue Road,Bolton,Dorset,IP1 2AA
AD00420,204,The Silk Mill,Fitzroy Square,Stoke-on-Trent,Greater London,CV1 1AA
AD00421,219,Middlehaven,Marylebone High Street,Exeter,Herefordshire,NR1 3AA
AD00422,1475,Kemp Town,Weltjie Road,Manchester,Nottinghamshire,BD1 2AA
AD00423,332,The Brunel Centre,Addison Road,Middlesbrough,East Sussex,CA1 2AA
AD00424,1456,Chapelfield Road,Bramerton Street,Reading,Cheshire,OL1 2AA
AD00425,1112,Watergate Street,Alverstone Street,Birmingham,Isle of Wight,YO1 2AA
AD00426,918,The Broadway,Lauderdale Road,Leeds,Leicestershire,SO1 2AA
AD00427,494,The Brewery Wharf,Weltjie Road,Norwich,West Midlands,PE1 2AA
AD00428,702,The Lanes Apartments,The Crescent,Norwich,Cumbria,NN1 2AA
AD00429,813,The Harlequin,Addison Road,York,Somerset,DN1 3AA
AD00430,476,Brayford Pool,Barnsbury Road,Doncaster,Cornwall,LS1 3AA
AD00431,1190,Quayside Quays,Bloomsbury Square,Rochdale,West Midlands,B1 3AA
AD00432,716,The Brunel Centre,Askew Road,York,Greater Manchester,NR1 3AA
AD00433,309,The Randolph,Lauderdale Road,Exeter,Oxfordshire,CA1 2AA
AD00434,1022,The Docks,Notting Hill Gate,Leeds,Bristol,DN1 2AA
AD00435,81,Victoria Street,Fitzroy Square,Middlesbrough,Merseyside,CA1 3AA
AD00436,929,Castlefield Wharf,Gillespie Road,Northampton,Hampshire,MK1 3AA
AD00437,1369,The Park,Weltjie Road,Doncaster,Lancashire,SP1 3AA
AD00438,1060,The Wave,Bramerton Street,Sheffield,Bedfordshire,OL1 2AA
AD00439,790,Gunwharf Quays,Alverstone Street,Chester,Bedfordshire,SR1 2AA
AD00440,558,Ropewalks,The Crescent,Peterborough,Northumberland,TS1 1AA
AD00441,185,St. Annes Way,Canonbury Grove,Southampton,Cumbria,SO1 2AA
AD00442,1469,Southgate,Fitzroy Square,Peterborough,Cumbria,BD1 2AA
AD00443,773,The Pumphouse,Church Street,Luton,North Yorkshire,B1 1AA
AD00444,1486,Ocean Village,Kensington Palace Gardens,Blackburn,Cornwall,DN1 3AA
AD00445,1240,Regent Street,Randolph Crescent,Bristol,Cheshire,B1 1AA
AD00446,1052,The Elements,Barons Court Road,York,Essex,WF1 3AA
AD00447,1060,The Mander Centre,Lauderdale Road,Southampton,Norfolk,NE1 1AA
AD00448,633,The Cube,The Crescent,Peterborough,Greater Manchester,WD1 1AA
AD00449,331,The Beacon,Church Street,Blackpool,South Yorkshire,LU1 2AA
AD00450,965,The Light,Barons Court Road,Blackburn,Surrey,PL1 3AA
AD00451,543,Hampton,Parsons Green Lane,Northampton,Isle of Wight,NN1 1AA
AD00452,167,The Barbican,Sutherland Avenue,Lincoln,North Yorkshire,TS1 1AA
AD00453,1489,High Street,Margravine Road,Reading,Herefordshire,SP1 2AA
AD00454,379,Middlehaven,The Crescent,Plymouth,Wiltshire,WD1 3AA
AD00455,180,The Strand,Lauderdale Road,Luton,Devon,LN1 2AA
AD00456,365,Tombland,Bramerton Street,Blackburn,Suffolk,B1 1AA
AD00457,1183,Jericho Road,Lyttelton Road,Blackpool,Lincolnshire,WV1 2AA
AD00458,130,The Moor,Canonbury Grove,Newcastle upon Tyne,Staffordshire,OL1 1AA
AD00459,1394,Cathedral Quarter,Wimbledon Park Road,Salisbury,Hampshire,DE1 3AA
AD00460,948,Castlegate,Fitzroy Square,Sunderland,Essex,CV1 2AA
AD00461,56,Minster Court,Chipping Norton Street,Cambridge,Buckinghamshire,DY1 2AA
AD00462,739,The Exchange,Parsons Green Lane,Birmingham,Lancashire,WD1 3AA
AD00463,14,The Bottle Yard Studios,Canonbury Grove,Sheffield,South Yorkshire,BN1 1AA
AD00464,883,Tombland,Kensington Palace Gardens,Gloucester,East Sussex,LU1 1AA
AD00465,1472,St. Annes Way,Notting Hill Gate,Nottingham,Cumbria,BL1 1AA
AD00466,468,The Custard Factory,Barons Court Road,Blackpool,West Yorkshire,TS1 1AA
AD00467,8,Highcross Leicester,Notting Hill Gate,Rochdale,East Sussex,M1 1AA
AD00468,1338,Kemp Town,Highbury Fields,Exeter,Suffolk,BN1 2AA
AD00469,285,The Cube,Barnsbury Road,Salisbury,Isle of Wight,BD1 3AA
AD00470,1281,Rochdale Exchange,Highbury Fields,Dudley,Isle of Wight,NR1 2AA
AD00471,453,Highcross Leicester,Barons Court Road,Manchester,Warwickshire,DN1 2AA
AD00472,1105,The Bottle Yard Studios,Canonbury Grove,Rochdale,West Midlands,PL1 3AA
AD00473,1110,The Point,Kensington Palace Gardens,Plymouth,Devon,WF1 2AA
AD00474,658,Transporter Bridge Apartments,Kensington Palace Gardens,Leeds,Lancashire,WD1 1AA
AD00475,1139,The Lansdowne,The Boltons,Reading,Hertfordshire,LN1 1AA
AD00476,1060,The Cube,Barons Court Road,Nottingham,Derbyshire,DN1 3AA
AD00477,1412,The Triangle,Kensington Palace Gardens,Bradford,South Yorkshire,SR1 1AA
AD00478,1437,Deansgate Quays,Randolph Crescent,Gloucester,Hertfordshire,OX1 1AA
AD00479,1217,Mayfield,Elgin Avenue,Sunderland,Northamptonshire,SP1 2AA
AD00480,58,The Broadway,Wimbledon Park Road,Stoke-on-Trent,Merseyside,BN1 2AA
AD00481,1007,The Workstation,Thornhill Road,Oxford,West Sussex,WV1 2AA
AD00482,372,Spinningfields Tower,Barons Court Road,Rochdale,Cheshire,CB1 2AA
AD00483,822,Blackburn Mall,Marylebone High Street,Newcastle upon Tyne,Suffolk,DY1 2AA
AD00484,17,Cathedral Quarter,Weltjie Road,Carlisle,Greater London,M1 2AA
AD00485,164,Kelham Island,Margravine Road,Northampton,Essex,LS1 2AA
AD00486,1245,The Ruskin,Barnsbury Road,Luton,Lincolnshire,ST1 1AA
AD00487,1101,Chapelfield Road,Barnsbury Road,Wolverhampton,Suffolk,HU1 1AA
AD00488,672,The Curve,Kensington Palace Gardens,Lincoln,East Riding of Yorkshire,OL1 1AA
AD00489,918,The Sands,Lauderdale Road,Middlesbrough,Derbyshire,BH1 3AA
AD00490,1288,Velocity Apartments,Parsons Green Lane,Rochdale,West Sussex,DN1 3AA
AD00491,343,The Big One Apartments,Highbury Fields,Blackpool,Gloucestershire,PL1 2AA
AD00492,1279,The Barbican,Askew Road,Southampton,South Yorkshire,SR1 3AA
AD00493,1234,Velocity Apartments,Gillespie Road,Norwich,Worcestershire,BS1 1AA
AD00494,526,Tombland,Addison Road,Bournemouth,Cheshire,WD1 3AA
AD00495,357,Mayfield,Chipping Norton Street,Lincoln,Greater Manchester,LN1 3AA
AD00496,914,Xscape MK,Askew Road,Sunderland,East Sussex,MK1 3AA
AD00497,948,The Leverton,Barnsbury Road,Southampton,East Sussex,CR1 2AA
AD00498,417,Edgbaston Park,Parsons Green Lane,Chester,West Sussex,GL1 3AA
AD00499,1188,The Quays,Park Avenue Road,Gloucester,Greater Manchester,BL1 1AA
AD00500,568,Cassiobury Park,Canonbury Grove,Nottingham,West Midlands,BD1 3AA
AD00501,887,The Residence,Lauderdale Road,York,Hertfordshire,MK1 1AA
AD00502,315,The Park,Gillespie Road,Lincoln,Northumberland,SO1 3AA
AD00503,1285,The Barbican,The Crescent,Blackpool,Cheshire,SN1 2AA
AD00504,1486,The Maltings,Park Avenue Road,Southampton,Greater Manchester,RG1 3AA
AD00505,1201,Northern Spire,The Crescent,Manchester,Merseyside,WF1 1AA
AD00506,613,Brudenell Road,Parsons Green Lane,York,East Riding of Yorkshire,MK1 3AA
AD00507,438,Etruria Works,Weltjie Road,Watford,Oxfordshire,SN1 3AA
AD00508,900,The Brunel Centre,Bramerton Street,Bolton,Worcestershire,DN1 2AA
AD00509,131,The Broadway,Lyttelton Road,Liverpool,West Midlands,NN1 2AA
AD00510,997,Velocity Apartments,Alverstone Street,Brighton,Dorset,CR1 3AA
AD00511,127,Linthorpe Road,Church Street,Portsmouth,Kent,PL1 1AA
AD00512,1466,The Silk Mill,Bloomsbury Square,Leicester,Gloucestershire,PE1 3AA
AD00513,840,Rochdale Exchange,Park Avenue Road,Blackburn,Bristol,M1 3AA
AD00514,1316,Edgbaston Park,Lyttelton Road,Northampton,Nottinghamshire,OL1 2AA
AD00515,1273,Forster Square Apartments,Alverstone Street,Luton,Warwickshire,LS1 1AA
AD00516,27,The Ascent,Barons Court Road,Milton Keynes,Bedfordshire,DE1 2AA
AD00517,652,The Mander Centre,Park Avenue Road,Brighton,Staffordshire,EX1 3AA
AD00518,263,The Silk Mill,Lauderdale Road,Manchester,Greater London,CB1 1AA
AD00519,1495,The Sands,Marylebone High Street,Blackpool,East Sussex,NG1 2AA
AD00520,221,The Lexington,Canonbury Grove,Watford,Hampshire,CH1 1AA
AD00521,485,Bournville Wharf,Alverstone Street,Doncaster,Wiltshire,MK1 1AA
AD00522,649,Broadgate,Kensington Palace Gardens,Watford,Gloucestershire,LE1 3AA
AD00523,765,Regent Street,Barnsbury Road,Doncaster,East Riding of Yorkshire,CB1 2AA
AD00524,322,Moda Living,Randolph Crescent,Leicester,Bedfordshire,SO1 2AA
AD00525,1468,The Rufus Centre,Alverstone Street,Dudley,Hertfordshire,CH1 3AA
AD00526,171,The Elements,Fitzroy Square,Exeter,South Yorkshire,CA1 1AA
AD00527,489,Trinity Walk,Park Avenue Road,Manchester,Cheshire,GL1 1AA
AD00528,17,Rivergate,Barnsbury Road,Oxford,East Riding of Yorkshire,DN1 1AA
AD00529,552,The Unity Building,Randolph Crescent,Middlesbrough,Northumberland,NN1 2AA
AD00530,834,Waterfront,Addison Road,Milton Keynes,Gloucestershire,PE1 1AA
AD00531,735,The Close,Chipping Norton Street,Crawley,Kent,NR1 1AA
AD00532,1359,The Curve,Chipping Norton Street,Liverpool,Cambridgeshire,NN1 1AA
AD00533,302,The Leverton,Highbury Fields,Wakefield,Gloucestershire,PE1 3AA
AD00534,171,Linthorpe Road,Canonbury Grove,Kingston upon Hull,Devon,S1 3AA
AD00535,1252,The Outlet Swindon,Elgin Avenue,Southampton,Essex,BD1 1AA
AD00536,52,Friargate,Lyttelton Road,Newcastle upon Tyne,Greater London,OX1 3AA
AD00537,1164,Church Wharf,Alverstone Street,Exeter,Derbyshire,NN1 2AA
AD00538,1140,Bournville Wharf,Randolph Crescent,Bournemouth,Wiltshire,LE1 3AA
AD00539,1419,The Light,Park Avenue Road,Blackburn,Surrey,WV1 2AA
AD00540,1269,The Forbury,Marylebone High Street,Sheffield,Isle of Wight,M1 2AA
AD00541,1235,Rochdale Exchange,Randolph Crescent,Bournemouth,Hertfordshire,ST1 2AA
AD00542,1135,Friar Street,Addison Road,Reading,Dorset,DE1 3AA
AD00543,1350,The Rufus Centre,Highbury Fields,Newcastle upon Tyne,Cheshire,FY1 2AA
AD00544,617,The Big One Apartments,Barnsbury Road,Derby,Northumberland,MK1 1AA
AD00545,1325,Spinningfields Tower,Randolph Crescent,York,East Riding of Yorkshire,SR1 3AA
AD00546,950,The Market Place,Margravine Road,Wakefield,Leicestershire,LS1 2AA
AD00547,581,Manchester One,Askew Road,Lincoln,Lancashire,NG1 2AA
AD00548,1140,The Quadrant,Lyttelton Road,Leeds,Durham,OX1 3AA
AD00549,764,The Waterfront,Gillespie Road,Oxford,Cumbria,YO1 1AA
AD00550,683,The Strand,Park Avenue Road,Sheffield,East Riding of Yorkshire,BH1 1AA
AD00551,1106,The Norwich Lanes,Weltjie Road,York,Cheshire,YO1 2AA
AD00552,513,The Triangle,Randolph Crescent,Brighton,Rutland,DY1 1AA
AD00553,101,Rivergate,Kensington Palace Gardens,Gloucester,Shropshire,LN1 1AA
AD00554,923,The Triangle,Weltjie Road,Luton,South Yorkshire,BS1 1AA
AD00555,1039,The Brewery Wharf,Gillespie Road,Rochdale,West Midlands,OX1 3AA
AD00556,631,Mayfield,Wimbledon Park Road,Lincoln,Cheshire,FY1 3AA
AD00557,320,The Barbican,Sutherland Avenue,Bristol,Lancashire,CA1 3AA
AD00558,447,The Oracle Centre,Gillespie Road,Southampton,Dorset,LS1 3AA
AD00559,234,The Sands,Canonbury Grove,Kingston upon Hull,Buckinghamshire,DE1 3AA
AD00560,373,Castlegate,Barnsbury Road,Dudley,Greater London,WF1 2AA
AD00561,484,Crusader Court,Highbury Fields,Luton,Tyne and Wear,EX1 3AA
AD00562,729,Cathedral Green,Chipping Norton Street,Kingston upon Hull,Bristol,LS1 1AA
AD00563,246,Minster Court,Thornhill Road,Oxford,Kent,CA1 1AA
AD00564,81,St. Annes Way,Askew Road,Leicester,Cambridgeshire,OL1 1AA
AD00565,1390,Regent Street,Addison Road,Liverpool,Cheshire,ST1 2AA
AD00566,998,Ropewalks,Margravine Road,Exeter,Hampshire,ST1 1AA
AD00567,350,Cassiobury Park,Bramerton Street,Newcastle upon Tyne,Northumberland,BH1 1AA
AD00568,1215,Highcross Leicester,The Crescent,Bolton,Tyne and Wear,OL1 3AA
AD00569,1014,Cathedral Quarter,Barons Court Road,Plymouth,Staffordshire,PL1 1AA
AD00570,1078,Cathedral Quarter,Margravine Road,Blackburn,Northumberland,ST1 1AA
AD00571,907,The Assissi Apartments,Park Avenue Road,Chester,Rutland,LE1 1AA
AD00572,1389,St Paul's Place,Park Avenue Road,Oxford,Oxfordshire,SR1 3AA
AD00573,1276,The Lace House,Wilton Road,Salisbury,Herefordshire,CA1 3AA
AD00574,848,Broadgate,Weltjie Road,Wolverhampton,Merseyside,CA1 2AA
AD00575,124,The Cube,Lyttelton Road,Norwich,Oxfordshire,OL1 2AA
AD00576,533,Fossgate,Church Street,Wakefield,Nottinghamshire,BL1 1AA
AD00577,1299,Trinity Walk,The Crescent,Crawley,Suffolk,MK1 1AA
AD00578,247,Castle Quay Apartments,Alverstone Street,Brighton,Cornwall,NG1 2AA
AD00579,564,Frenchgate Shopping Centre,Thornhill Road,Crawley,Lancashire,S1 3AA
AD00580,272,The Ascent,Wilton Road,Peterborough,East Sussex,NR1 1AA
AD00581,1238,The Harlequin,Notting Hill Gate,Exeter,Durham,BN1 3AA
AD00582,712,Princesshay,Park Avenue Road,Manchester,Kent,WV1 2AA
AD00583,405,The General Hospital Quarter,Church Street,Lincoln,Suffolk,WD1 3AA
AD00584,468,The BH1 Apartments,Notting Hill Gate,Carlisle,Bristol,BH1 1AA
AD00585,983,The Lumen,Wimbledon Park Road,Bristol,Cheshire,BN1 3AA
AD00586,1304,Sovereign Square,Canonbury Grove,Norwich,West Sussex,CR1 1AA
AD00587,1333,The Hive,Thornhill Road,Wakefield,Lancashire,FY1 2AA
AD00588,1100,The Elements,Weltjie Road,Peterborough,West Yorkshire,EX1 2AA
AD00589,1145,Guildhall Square,Barons Court Road,Bolton,Tyne and Wear,EX1 3AA
AD00590,82,Rochdale Exchange,Church Street,Swindon,Merseyside,CA1 2AA
AD00591,1158,Gunwharf Quays,Gillespie Road,Birmingham,Shropshire,RG1 2AA
AD00592,1393,Brindleyplace,Church Street,Bradford,Tyne and Wear,SP1 2AA
AD00593,292,Milkstone Road,Barons Court Road,Leicester,Wiltshire,FY1 1AA
AD00594,657,The Custard Factory,Highbury Fields,Watford,Buckinghamshire,ST1 2AA
AD00595,1274,Cathedral Square,Margravine Road,Luton,West Midlands,LN1 3AA
AD00596,151,Brayford Pool,Chipping Norton Street,Ipswich,Northumberland,OL1 1AA
AD00597,222,Bournville Wharf,Barons Court Road,Doncaster,Gloucestershire,WV1 2AA
AD00598,1078,Highcross Leicester,The Boltons,Carlisle,Hampshire,YO1 2AA
AD00599,1075,City Walls,Marylebone High Street,Doncaster,Wiltshire,NG1 2AA
AD00600,10,The Strand,Addison Road,Coventry,Warwickshire,LN1 1AA
AD00601,481,The BH1 Apartments,Askew Road,Birmingham,Leicestershire,M1 3AA
AD00602,1011,The Barbican,Sutherland Avenue,Reading,Greater London,TS1 3AA
AD00603,109,Manchester One,Fitzroy Square,Doncaster,Gloucestershire,SO1 2AA
AD00604,751,The Elements,Barnsbury Road,Lincoln,Essex,NN1 2AA
AD00605,1239,St Paul's Place,Lyttelton Road,Oxford,City of London,YO1 1AA
AD00606,1006,Quayside Quays,Thornhill Road,Middlesbrough,Staffordshire,BL1 2AA
AD00607,2,The Beacon,Gillespie Road,Lincoln,West Yorkshire,LE1 1AA
AD00608,968,The Lansdowne,Park Avenue Road,York,Lincolnshire,BH1 1AA
AD00609,806,Abington Street,Wimbledon Park Road,Leeds,Cumbria,HU1 2AA
AD00610,669,The Leverton,Wimbledon Park Road,Southampton,Berkshire,CA1 3AA
AD00611,853,The Bridges,Canonbury Grove,Kingston upon Hull,Hertfordshire,WV1 3AA
AD00612,1458,The Liver Building,Addison Road,Chester,Greater Manchester,B1 1AA
AD00613,36,Princesshay,The Boltons,Sunderland,Hampshire,NN1 1AA
AD00614,1364,Lakeside Village,Alverstone Street,Oxford,Warwickshire,YO1 2AA
AD00615,1139,Rochdale Exchange,Fitzroy Square,Manchester,Isle of Wight,CH1 2AA
AD00616,1273,The Maltings,Fitzroy Square,Salisbury,Berkshire,LN1 1AA
AD00617,436,The Deep,The Crescent,Exeter,East Riding of Yorkshire,SP1 1AA
AD00618,152,Grand Arcade,Fitzroy Square,Dudley,Hampshire,HU1 1AA
AD00619,578,City Park,Kensington Palace Gardens,Liverpool,Staffordshire,CV1 3AA
AD00620,1419,Rivergate,Parsons Green Lane,Dudley,Greater Manchester,NN1 2AA
AD00621,809,Fisherton Street,Randolph Crescent,Chester,West Sussex,NN1 1AA
AD00622,399,The Cube,Marylebone High Street,Dudley,East Sussex,GL1 1AA
AD00623,1220,The Deep,Kensington Palace Gardens,Oxford,West Yorkshire,HU1 1AA
AD00624,721,Porter Valley,Lyttelton Road,Ipswich,Berkshire,CH1 3AA
AD00625,1040,Church Wharf,Highbury Fields,Birmingham,Northumberland,BN1 2AA
AD00626,1454,Xscape MK,Marylebone High Street,Kingston upon Hull,City of London,PL1 1AA
AD00627,261,Princesshay,Randolph Crescent,Manchester,Dorset,MK1 2AA
AD00628,890,The Drapery,Church Street,Carlisle,Lincolnshire,WV1 2AA
AD00629,939,Rochdale Exchange,Gillespie Road,Bolton,Suffolk,NN1 1AA
AD00630,1490,The Sands,Addison Road,Bournemouth,Leicestershire,OX1 3AA
AD00631,700,Christchurch Park Ipswich,Wimbledon Park Road,Exeter,Somerset,ST1 1AA
AD00632,782,The Elements,Addison Road,Salisbury,East Riding of Yorkshire,NE1 2AA
AD00633,995,Frenchgate Shopping Centre,Highbury Fields,Middlesbrough,Cheshire,TS1 3AA
AD00634,367,The Avenue,Wimbledon Park Road,Derby,Suffolk,NN1 3AA
AD00635,510,The Bridges,Bramerton Street,Rochdale,Kent,MK1 2AA
AD00636,78,Transporter Bridge Apartments,Parsons Green Lane,Brighton,South Yorkshire,SO1 2AA
AD00637,829,Southgate Street,Chipping Norton Street,Gloucester,Cambridgeshire,FY1 2AA
AD00638,607,Minster Court,Wimbledon Park Road,Gloucester,Oxfordshire,CR1 3AA
AD00639,989,The Park,Weltjie Road,Oxford,Rutland,WV1 2AA
